session_id,participant_id,condition,plan_id,event_name,event_position,emit_trial_number,cue_onset_ms,next_cue_onset_ms,response_source,analysis_axis,expected_excursion_direction,baseline_center,baseline_mad,excursion_threshold,pre_cue_value,value_at_onset,first_excursion_direction,first_excursion_onset_ms,first_excursion_rt_ms,first_excursion_peak_value,first_excursion_peak_delta,first_excursion_peak_ms,first_excursion_duration_ms,expected_excursion_detected,expected_excursion_onset_ms,expected_excursion_rt_ms,reversal_detected,reversal_direction,reversal_onset_ms,reversal_rt_ms,overshoot_peak_value,overshoot_peak_delta,overshoot_peak_ms,first_stable_direction,first_stable_rt_ms,stable_matches_first_excursion,response_quality,cycle_quality,quality_reason,detector_version
12324076_exp2_001_06_motor_dual_plan5_20260819_220251,12324076,motor-only,only-motor-5,slip,2,6,10053203.0,10066796.0,pinch,pinch_closure,pinch,0.7566798245752455,6.0152773623034506e-05,0.05,0.7566874415444111,0.7566684605176639,pinch,10055031.0,1828.0,1.1933698664910057,0.4366900419157602,10055296.0,1250.0,True,10055031.0,1828.0,True,release,10056281.0,3078.0,0.638355998738615,0.11832382583663048,10056515.0,pinch,1828.0,True,clean,complete,,pilot_v0.3
12324076_exp2_001_06_motor_dual_plan5_20260819_220251,12324076,motor-only,only-motor-5,left,3,13,10066796.0,10082312.0,wrist,lr,left,0.05617322344490558,0.000296539544346653,0.10346775933000185,0.056871436735523334,0.057086493039888435,left,10068921.0,2125.0,0.409829824539347,0.3536566010944414,10069125.0,219.0,True,10068921.0,2125.0,True,right,10069140.0,2344.0,-0.5060458312963549,0.5622190547412605,10069312.0,right,2344.0,False,contaminated,not_applicable,no_correct_wrist_action_before_next_cue,pilot_v0.3
12324076_exp2_001_06_motor_dual_plan5_20260819_220251,12324076,motor-only,only-motor-5,up,4,20,10082312.0,10098140.0,wrist,ud,up,-0.15899224845106563,6.755336491227892e-05,0.08961590326075053,-0.15923879294333282,-0.15944534957984202,up,10084187.0,1875.0,0.07074661257359846,0.2297388610246641,10084328.0,297.0,True,10084187.0,1875.0,True,down,10084484.0,2172.0,-0.36927886556024403,0.2102866171091784,10084687.0,down,2219.0,False,contaminated,not_applicable,no_correct_wrist_action_before_next_cue,pilot_v0.3
12324076_exp2_001_06_motor_dual_plan5_20260819_220251,12324076,motor-only,only-motor-5,down,5,27,10098140.0,10113890.0,wrist,ud,down,-0.20710238227080213,0.00033214856997290654,0.07999387649680323,-0.20572030636687835,-0.20568312579265094,down,10100421.0,2281.0,-0.6201047227461391,0.413002340475337,10100781.0,797.0,True,10100421.0,2281.0,True,up,10101218.0,3078.0,-0.0636490563043187,0.1434533259664834,10101359.0,down,2297.0,True,clean,complete,,pilot_v0.3
12324076_exp2_001_06_motor_dual_plan5_20260819_220251,12324076,motor-only,only-motor-5,slip,6,34,10113890.0,10127031.0,pinch,pinch_closure,pinch,1.011045777584378,0.00010407831908376686,0.05,1.011264508264121,1.0113453845583378,pinch,10117078.0,3188.0,0.8127187412588286,0.19832703632554938,10117531.0,,True,10117078.0,3188.0,False,,,,,,,pinch,2016.0,True,clean,complete,,pilot_v0.3
12324076_exp2_001_06_motor_dual_plan5_20260819_220251,12324076,motor-only,only-motor-5,release,7,40,10127031.0,,pinch,pinch_closure,release,0.8682483016256157,1.967705077915438e-05,0.05,0.8684658338604121,0.8684484955559384,release,10128281.0,1250.0,0.28582618902672224,0.5824221125988935,10129140.0,,True,10128281.0,1250.0,False,,,,,,,release,1234.0,True,clean,complete,,pilot_v0.3
12324076_exp2_001_07_motor_dual_plan6_20260819_221111,12324076,motor-only,only-motor-6,contact,1,1,10535734.0,10547359.0,pinch,pinch_closure,pinch,0.1911773605444318,2.475850855090944e-05,0.05,0.1912032639420865,0.19123057022954446,pinch,10536375.0,641.0,0.6716106048748443,0.48043324433041246,10537156.0,,True,10536375.0,641.0,False,,,,,,,pinch,578.0,True,clean,complete,,pilot_v0.3
12324076_exp2_001_07_motor_dual_plan6_20260819_221111,12324076,motor-only,only-motor-6,left,2,7,10547359.0,10561656.0,wrist,lr,left,0.04662809943061508,0.00022643736145692983,0.10353399884526163,0.046959974126420535,0.0471237698126621,right,10549375.0,2016.0,-0.5044119764462911,0.5510400758769062,10549750.0,609.0,True,10549984.0,2625.0,True,left,10549984.0,2625.0,0.27376787836324723,0.22713977893263215,10549984.0,right,2219.0,True,contaminated,not_applicable,no_correct_wrist_action_before_next_cue,pilot_v0.3
12324076_exp2_001_07_motor_dual_plan6_20260819_221111,12324076,motor-only,only-motor-6,left,3,13,10561656.0,10577843.0,wrist,lr,left,-0.04510495904651897,0.00040811399798088704,0.12188061054068844,-0.04411892066723737,-0.04388182116271385,left,10563500.0,1844.0,0.3601149230987253,0.40521988214524424,10563703.0,218.0,True,10563500.0,1844.0,True,right,10563718.0,2062.0,-0.5220976692166726,0.4769927101701536,10563968.0,right,2094.0,False,contaminated,not_applicable,no_correct_wrist_action_before_next_cue,pilot_v0.3
12324076_exp2_001_07_motor_dual_plan6_20260819_221111,12324076,motor-only,only-motor-6,right,4,20,10577843.0,10594109.0,wrist,lr,right,-0.06316972064529575,0.00025598762178578177,0.1254935628604438,-0.06340786384826301,-0.06340786384826301,right,10579984.0,2141.0,-0.820804909228898,0.7576351885836023,10580468.0,1094.0,True,10579984.0,2141.0,True,left,10581078.0,3235.0,0.11260887732346538,0.1757785979687611,10581187.0,right,2266.0,True,clean,complete,,pilot_v0.3
12324076_exp2_001_07_motor_dual_plan6_20260819_221111,12324076,motor-only,only-motor-6,up,5,27,10594109.0,10609921.0,wrist,ud,up,-0.16796224197177378,0.00016244539174052608,0.08881444346947454,-0.16706092967223268,-0.16710953280284316,up,10596125.0,2016.0,0.07026162979761788,0.23822387176939167,10596234.0,265.0,True,10596125.0,2016.0,True,down,10596390.0,2281.0,-0.420499316756212,0.2525370747844382,10596718.0,down,2359.0,False,contaminated,not_applicable,no_correct_wrist_action_before_next_cue,pilot_v0.3
12324076_exp2_001_07_motor_dual_plan6_20260819_221111,12324076,motor-only,only-motor-6,down,6,34,10609921.0,10622843.0,wrist,ud,down,-0.20153590050248582,0.0008106147493564808,0.08209971176333214,-0.2019083841584551,-0.2019083841584551,down,10611625.0,1704.0,-0.6585695637485053,0.45703366324601946,10612015.0,921.0,True,10611625.0,1704.0,True,up,10612546.0,2625.0,0.07878698920281235,0.2803228897052982,10613031.0,down,1719.0,True,clean,complete,,pilot_v0.3
12324076_exp2_001_07_motor_dual_plan6_20260819_221111,12324076,motor-only,only-motor-6,release,7,40,10622843.0,,pinch,pinch_closure,release,0.7819839011018115,5.7355565575512024e-05,0.05,0.7822075099171594,0.7822075099171594,release,10624968.0,2125.0,0.24136675687920858,0.5406171442226029,10626156.0,,True,10624968.0,2125.0,False,,,,,,,release,2047.0,True,clean,complete,,pilot_v0.3
